0	1209191	344724
1	2991763	1825304
2	4991311	3522203
3	2260684	2388824
4	2234792	2388824
5	2377960	2388824
6	2493713	2388824
7	2057743	936072
8	2102263	765226
9	1118218	3584993
10	2484575	2109854
11	2578243	2109854
12	2174113	1419267
13	2474964	1701752
14	3398467	3677669
15	2433278	2402912
16	2090071	1712423
17	2565053	3184173
18	2262192	934698
19	1710827	1712493
20	2293529	3123217
21	2300276	2220050
22	2261438	2220050
23	2208892	2220050
24	2115985	2220050
25	2000233	2220050
26	2680	1035827
27	2335299	376758
28	3833644	268626
29	3643048	624273
30	3350658	3702415
31	1671235	1881797
32	1699412	1881797
33	2449537	1662109
34	4717463	3348484
35	4647402	3348484
36	2078015	2286293
37	2633081	2383942
38	2659735	2383942
39	3132364	1845230
40	2085319	1907979
41	2525690	1104170
42	2649820	1104170
43	2684089	1104170
44	2667335	1104170
45	2748057	825200
46	2189862	2389521
47	2089058	1955245
48	2061475	814766
49	2133493	2051269
50	1905795	2051269
51	1898180	2051269
52	1887518	2051269
53	2102065	901967
54	1907082	1899428
55	3450251	3678367
56	2397836	1116640
57	4039654	2054749
58	1741479	1686904
59	2264469	2161227
60	2380191	1205522
61	1171701	3779489
62	1205208	3779489
63	1167253	3521512
64	1647658	3500519
65	1658282	1155083
66	2163954	935395
67	2172331	935395
68	2202031	935395
69	2276661	935395
70	2364999	935395
71	2374899	935395
72	772627	2719405
73	2443513	1615541
74	4160433	3519908
75	1628315	1617257
76	2292661	2220747
77	2251538	2220747
78	2156347	2220747
79	2106085	2220747
80	2063440	2220747
81	2447252	1941770
82	3728667	3015887
83	1656005	1882494
84	2439637	1662807
85	4485440	3495644
86	4787524	3349181
87	2437352	1383837
88	987387	3167846
89	396468	3390937
90	2562243	1104867
91	2596512	1104867
92	2271955	1692448
93	2731578	3427657
94	2208138	2390218
95	2301807	2390218
96	2373391	2390218
97	2416798	2390218
98	2485336	2390218
99	2242590	3136440
100	2347415	808307
101	2234190	1687441
102	2606656	3204657
103	2560743	2833088
104	2377168	1155557
105	2106839	2051966
106	2103793	2051966
107	2074855	2051966
108	2052009	2051966
109	1944633	2051966
110	1383422	4397416
111	3563719	3679009
112	2349822	4177729
113	2439751	782300
114	2707102	1687545
115	4471024	3389528
116	3603319	3679064
117	3563719	3679064
118	3607888	3679064
119	3457866	3679064
120	3538589	3679064
121	3524881	3679064
122	3439589	3679064
123	3396944	3679064
124	3434259	3679064
125	1827365	1942209
126	1722616	765115
127	3314058	735292
128	3731683	840055
129	1162562	3780187
130	1180078	3780187
131	1718443	1155780
132	1729104	1155780
133	2187562	936093
134	1936827	1799283
135	2283675	2186468
136	1707340	2261415
137	2198992	2221445
138	2147970	2221445
139	2021555	2221445
140	1968248	2221445
141	2611652	3156185
142	1834965	1883192
143	2559197	1663504
144	4856824	3349878
145	4846924	3349878
146	2257052	2130721
147	3048307	685083
148	2560758	3729978
149	2492982	3729978
150	2199800	1666957
151	2152402	1862248
152	2874015	2151798
153	4517348	3374380
154	1672035	3670695
155	1656804	3670695
156	3523350	3231313
157	1374238	767207
158	3035193	3172038
159	2222608	2390916
160	2251546	2390916
161	2362729	2390916
162	2389383	2390916
163	2268817	2069897
164	3638228	1984460
165	2485336	2111946
166	2536359	2111946
167	3349805	3801710
168	3356407	3765108
