1	3206863	496748	23084
2	3235882	358658	13505
3	3246499	248189	5507
4	3250271	400723	6096
5	3339102	580121	4285
6	3343591	834126	13599
7	3379439	515172	3949
8	3390665	397197	16701
9	3393868	528087	3948
10	3393999	522443	3948
11	3398576	718519	17774
12	3404866	173417	5901
13	3407299	723602	1686
14	3422752	550309	11154
15	3427397	435440	526
16	3427473	439834	526
17	3428044	472789	526
18	3430519	529804	11154
19	3436669	765948	7145
20	3451576	517773	5639
21	3475411	476868	5638
22	3491175	476764	5638
23	3491255	882380	5548
24	3500527	272594	8656
25	3506939	476659	5638
26	3516476	272469	8656
27	3536121	703092	11328
28	3536445	720796	11328
29	3536704	734960	11328
30	3536898	745583	11328
31	3550132	272204	8657
32	3560227	373397	4225
33	3561630	373353	4225
34	3576355	802010	5547
35	3576513	840055	5547
36	3576618	865418	5547
37	3578026	681502	11330
38	3578447	373542	20916
39	3583665	681456	11330
40	3583702	373647	20916
41	3594211	373856	20916
42	3594282	879260	19482
43	3597714	373926	20916
44	3599777	475822	5640
45	3609487	920812	568
46	3609754	904701	568
47	3627816	617781	82
48	3627982	271590	8657
49	3629608	618545	82
50	3634088	620454	82
51	3634123	881441	479
52	3646229	623023	80
53	3650300	407090	11393
54	3651002	621150	80
55	3652593	620525	80
56	3657345	408136	11393
57	3658956	618027	80
58	3660547	617402	80
59	3661538	881162	479
60	3667903	1073646	4720
61	3671434	410228	11393
62	3671683	613031	80
63	3671833	863583	4336
64	3674903	611921	1836
65	3674917	667433	3832
66	3674979	612200	1836
67	3675263	679827	3833
68	3675372	632887	2202
69	3675511	614153	1836
70	3676534	748803	9828
71	3676638	271207	8657
72	3677101	784026	9830
73	3677535	810780	9830
74	3677795	826832	9830
75	3680930	302540	13716
76	3682029	665707	4562
77	3685523	412320	11393
78	3695609	302071	13716
79	3702736	588521	23252
80	3703199	779601	9829
81	3703549	668761	1166
82	3703771	671197	1166
83	3703905	672658	1166
84	3703994	673632	1166
85	3704128	675094	1166
86	3705326	472649	15630
87	3705701	677475	11888
88	3705832	270977	8657
89	3706240	469719	15630
90	3706925	467522	15630
91	3707151	335806	11476
92	3709248	335729	11476
93	3709286	463338	11825
94	3710047	584616	23252
95	3710535	660934	4562
96	3710961	461350	11825
97	3712637	459362	11825
98	3713223	301508	13716
99	3715539	335500	11476
100	3716438	485024	11144
101	3716502	677037	11888
102	3717578	484605	11144
103	3717661	659741	4562
104	3717663	453399	11825
105	3717853	676982	11888
106	3719680	590789	23518
107	3719858	483767	11144
108	3719947	586674	23182
109	3720553	676873	11888
110	3720746	417551	11393
111	3722030	301227	13716
112	3722138	482928	11144
113	3724364	445449	11825
114	3724823	833956	338
115	3724966	301133	13716
116	3725738	834769	338
117	3726195	835175	338
118	3726698	481252	11144
119	3727838	480832	11144
120	3728351	657951	4562
121	3728939	837615	338
122	3729341	777851	9829
123	3729390	439485	11825
124	3730768	839241	338
125	3730837	300945	13716
126	3731065	437498	11825
127	3731225	839648	338
128	3731258	479575	11144
129	3731459	20987	7763
130	3731481	24845	7763
131	3731502	28703	7763
132	3731523	582489	23180
133	3731524	32561	7763
134	3731633	51851	7763
135	3731719	67282	7763
136	3731741	71140	7763
137	3731784	78856	7763
138	3732741	435510	11825
139	3733601	833115	1250
140	3734112	578584	22778
141	3734202	168122	9370
142	3734219	168344	9370
143	3734233	168521	9370
144	3734236	168565	9370
145	3734260	168875	9370
146	3734416	433522	11825
147	3736508	334736	11476
148	3737088	307538	11475
149	3737657	317709	11475
150	3737767	429547	11825
151	3737846	321099	11475
152	3738036	324489	11475
153	3738131	326184	11475
154	3738320	329574	11475
155	3738415	331269	11475
156	3738654	335544	4133
157	3738704	336428	4133
158	3739298	347036	4133
159	3739397	348804	4133
160	3739496	350572	4133
161	3739709	355757	4132
162	3739937	362592	4132
163	3740052	366010	4132
164	3740623	383097	4132
165	3740966	393350	4132
166	3741041	574957	22778
167	3741232	424839	11392
168	3741308	403602	4132
169	3741346	424107	11392
170	3741460	423375	11392
171	3741574	574678	22778
172	3741575	422642	11392
173	3741651	413855	4132
174	3741651	422154	11392
175	3741689	421910	11392
176	3741803	421178	11392
177	3741841	420934	11392
178	3747972	571679	22598
179	3748014	776601	9829
180	3749876	570807	22598
181	3750713	568331	19873
182	3754737	167921	1644
183	3756653	538416	19873
184	3757110	536115	19873
185	3758024	531512	19873
186	3758481	529211	19873
187	3762921	524585	8877
188	3763541	167873	1644
189	3764192	575044	22507
190	3766192	911233	16577
191	3766448	524562	8877
192	3766476	167857	1644
193	3769569	273702	17512
194	3769782	277397	17512
195	3769889	279244	17512
196	3769974	524539	8877
197	3769995	281092	17512
198	3770422	288482	17512
199	3770528	290330	17512
200	3770848	295872	17512
201	3770955	297720	17512
202	3771168	301415	17512
203	3771381	305110	17512
204	3772345	167825	1644
205	3773953	420997	11273
206	3778214	167793	1644
207	3779429	269791	13008
208	3780629	652741	6348
209	3781148	167777	1644
210	3782408	651837	6348
211	3784639	651501	6241
212	3787017	167745	1644
213	3787913	651431	6241
214	3788790	568314	22098
215	3789551	651396	6241
216	3789952	167729	1644
217	3791188	651361	6241
218	3794661	524378	8877
219	3799222	912023	16577
220	3801589	269315	13008
221	3802498	564565	22098
222	3804286	651082	6241
223	3805131	419691	11273
224	3807051	162058	1535
225	3807871	195874	1535
226	3808008	201510	1535
227	3808964	240962	1535
228	3809374	257870	1535
229	3809511	263506	1535
230	3810327	419473	11273
231	3810847	269117	78
232	3812473	650908	6241
233	3813247	269065	78
234	3814447	269039	78
235	3814910	607876	6243
236	3815443	635216	6243
237	3815647	269013	78
238	3815748	651257	6242
239	3815748	651536	6242
240	3815748	651955	6242
241	3815748	652094	6242
242	3815748	652234	6242
243	3815748	652373	6242
244	3815748	652652	6242
245	3815748	653350	6242
246	3816341	132520	16227
247	3816530	678446	6358
248	3816677	691064	6358
249	3816719	694669	6358
250	3816761	698274	6358
251	3816782	700077	6358
252	3816803	701879	6358
253	3816845	705484	6358
254	3816846	268987	78
255	3817142	731259	6360
256	3817195	560206	20453
257	3817355	749823	6360
258	3817482	760962	6360
259	3817738	783239	6360
260	3818046	268962	78
261	3818199	1060858	4911
262	3818642	1108036	4909
263	3819030	488463	8875
264	3819245	836937	17289
265	3819851	851179	17289
266	3820241	492428	8875
267	3820306	861860	17289
268	3820325	909302	12427
269	3820410	906078	12427
270	3820706	894796	12427
271	3820748	893184	12427
272	3820760	872542	17289
273	3820790	891572	12427
274	3821002	883513	12427
275	3821069	879819	12428
276	3821075	879976	12428
277	3821081	880133	12428
278	3821083	880195	12428
279	3821085	880258	12428
280	3821452	496393	8875
281	3822057	498376	8875
282	3822600	132445	16227
283	3822874	524194	8877
284	3823268	502341	8875
285	3823874	504323	8875
286	3824479	506305	8875
287	3824658	557486	20453
288	3824780	1187856	15201
289	3825245	268806	78
290	3825690	510270	8875
291	3826295	512253	8875
292	3826401	524171	8877
293	3826445	268781	78
294	3827645	268755	78
295	3827805	676501	9162
296	3828111	518200	8875
297	3828390	556126	20453
298	3828844	268729	78
299	3828859	132370	16227
300	3831112	418603	11273
301	3831244	268677	78
302	3832327	199705	77
303	3832396	203332	77
304	3832444	268651	78
305	3832465	206960	77
306	3832604	214215	77
307	3832673	217842	77
308	3832743	221469	77
309	3832812	225097	77
310	3832881	228724	77
311	3833297	250489	77
312	3833366	254116	77
313	3833436	257743	77
314	3833505	261371	77
315	3833574	264998	77
316	3834393	676418	9162
317	3836193	673136	11800
318	3836480	672046	11800
319	3836623	671501	11800
320	3836823	268557	79
321	3837768	667141	11800
322	3837911	666596	11800
323	3838054	666051	11800
324	3839138	524087	8876
325	3840002	268489	79
326	3842823	524062	8876
327	3843182	268420	79
328	3844507	132184	16227
329	3844665	524050	8876
330	3848349	524026	8876
331	3849541	268284	79
332	3850191	524013	8876
333	3850824	1187856	15201
334	3852033	524001	8876
335	3853822	417950	11272
336	3853875	523989	8876
337	3855718	523977	8876
338	3855899	268147	79
339	3857560	523965	8876
340	3859079	268079	79
341	3860154	131997	16227
342	3860347	431012	11274
343	3861244	523940	8876
344	3863086	523928	8876
345	3863364	435754	11274
346	3863442	419038	11272
